公司代號,公司簡稱,產業排位,2026實力指標,族群細分類 - 規格與應用導向,關鍵技術 / 產能指標 / 報價變量
6753,龍德造船,台灣高效能艦艇 (沱江級) 製造龍頭,台灣軍艦國造核心廠商，具備高速船體設計全球排位。,軍用與公務船 / 碳纖維船體 / 巡邏艦,沱江級艦量產產能、高速船體流體動力設計、造船毛利
6754,匯僑設計,,,室內裝修 / 豪宅與商辦 / 設計整合,頂級精品店裝修規格、商用廠辦空間規劃、專案入帳週期
6756,威鋒電子,,,高速傳輸 IC / USB 4 / 晶片組,USB 4 認證規格、Type-C 整合技術、威盛集團體系
6757,台灣虎航,台灣低成本航空 (LCC) 龍頭,台灣唯一上市之廉價航空，區域旅遊市場排位第一。,航空運輸 / 低成本航空 (LCC) / 旅遊,單位客運收益 (Yield)、航點覆蓋率、燃油避險與機隊稼動
6768,志強-KY,,,運動鞋代工 / 足球鞋 / 自動化生產,專業足球鞋全球市佔 (約20%)、TPU/PU 合成材料應用
6770,力積電,,,晶圓代工 / 記憶體與邏輯 / 2.5D 封裝,銅鑼廠 12 吋產能、Power IC/CIS 代工、異質整合技術
6771,平和環保-創,,,水處理 / 廢水回收 / 資源循環,特種工業廢水處理技術、污泥減量規格、創新板綠能指標
6776,展碁國際,,,3C 產品代理 / 軟體與雲端 / 通路,代理產品線廣度 (Switch/Adobe)、宏碁集團資源整合
6781,AES-KY,全球高階輕量化電動車電池龍頭,二輪電動車電池與資料中心 BBU (備援電池) 全球排位領先。,鋰電池模組 / BBU (伺服器備援) / LEV,AI 伺服器專用高壓 BBU、熱失控防護技術、新普集團體系
6782,視陽,,,隱形眼鏡 (ODM) / 矽水膠領頭羊,全球矽水膠市佔、拋棄式規格、自動化生產線效率
6789,采鈺,全球影像感測器 (CIS) 彩色濾光片龍頭,台積電體系，全球高階手機與車用 CIS 晶圓級光學排位第一。,晶圓級光學 (WLO) / 感測器封裝 / CIS,超透鏡 (Metalens) 技術、MSP 封裝規格、台積電集團
6790,永豐實,,,家用紙與潔品 / 品牌經營 (五月花),紙漿原物料成本、高克重衛生紙技術、零售通路市佔
6792,詠業,,,天線元件 / 壓電陶瓷 / 導航定位,高精度 GPS L1+L5 天線、超音波感測器、達方集團資源
6794,向榮生技,,,幹細胞新藥 / 膝關節炎 / 脂肪幹細胞,ELIXCYTE 臨床進度、細胞分泌物 (外泌體) 技術、生技特化
6796,晉弘,,,醫療影像 / 數位五官鏡 / 遠距醫療,拋棄式內視鏡技術、AI 輔助診斷、醫療安規認證
6799,來頡,,,電源管理 IC (PMIC) / Wi-Fi 7 / 網通,高效率 DC-DC 轉換、Wi-Fi 7 核心電源規格、主板供電協議
6805,富世達,全球折疊手機轉軸 (Hinge) 龍頭級,全球市佔前二，掌握華為等主流折疊機核心規格。,轉軸 (Hinge) / 摺疊機 / 液冷快接頭,水滴型鉸鏈技術、MIM 自製率、AI 伺服器液冷 QD 快接頭
6806,森崴能源,台灣離岸風電與綠能維運龍頭,具備從開發、施工到運維的完整產業鏈，離岸風電排位全台領先。,(註：代碼異動，請確認是否為 森崴能源 存續或關聯),同 6794，專注綠能投資與太陽能/風電案場管理
6807,峰源-KY,,,室內家具 / 聚胺酯沙發 / 外銷,全球連鎖零售 (如 IKEA) 供應鏈、自動化發泡、泰國產能
6830,汎銓,台灣半導體材料分析 (MA) 龍頭,先進製程研發核心夥伴，在 2nm 以下材料分析市佔全台第一。,半導體材料分析 (MA) / 故障分析 (FA),先進製程 (N3/N2) 分析能力、低溫分析技術、產能規模
6831,邁科,,,散熱模組 / 均熱板 / 車載散熱,散熱片與熱管整合、通訊基地台散熱、高性能運算冷卻方案
6834,天二科技,,,被動元件 / 厚薄膜電阻 / 金屬板電阻,高精度 (0.01%) 技術、大功率電流感測電阻 (CSR)、車規認證
6835,圓裕,,,軟性電路板 (FPC) / 線束 / 軍規與醫療,高可靠度連接方案、車用感測軟板、多層 FPC 壓合技術
6838,台新藥,,,新藥開發 / 眼科 / 奈米製藥平台,APP13007 (眼科術後抗發炎)、奈米化技術平台 (APNT)
6854,錼創科技-KY創,全球 Micro LED 量產技術龍頭,全球首家量產 Micro LED 廠商，掌握巨量移轉核心專利排位。,Micro LED / 次世代顯示 / 巨量轉移,PixeLED 技術、巨量轉移良率（>99.9%）、車載與穿戴應用
6861,睿生光電,,,數位 X 光感測器 (FPD) / 醫療 / 工檢,IGZO 感測技術、柔性 X 光基板、AI 輔助診斷影像
6862,三集瑞-KY,,,電感元件 / 一體成型電感 (Molding),AI 伺服器大電流電感、TLVR 技術、越南廠產能
6863,永道-KY,全球 RFID 標籤產能龍頭,全球市佔第一，年產能超過 50 億枚，定義全球零售與物流標籤規格。,RFID 標籤 / 物流追蹤 / IoT 感測,全球第二大 RFID 產能、天線設計、新零售與倉儲自動化
6869,雲豹能源,台灣全方位綠能整合平台龍頭,橫跨太陽能、儲能、綠電交易，為台灣綠能資產排位第一。,綠能整合 / 風光儲水 / 售電,離岸風電與太陽能案場、綠電採購合約、水處理工程
6873,泓德能源,,,綠能整合 / 儲能調度 / 智慧電網,TITAN 能源管理、售電平台收益、光儲充一體化方案
6885,全福生技,,,新藥開發 / 眼科 / 胜?技術,BRM421 (乾眼症) 臨床進度、胜?平台技術、國際授權金
6887,寶綠特-KY,,,資源循環 / PET 回收 / 再生纖維,廢塑料處理設備、rPET 粒料規格、全球減碳政策連動
6890,來億-KY,,,運動鞋代工 / 足球鞋 / 硫化鞋,Adidas/Hoka/Converse 供應鏈、越南/印尼自動化產能
6901,鑽石投資,,,生技創投 / 旗艦育成 / 併購基金,投資標的 (如合一) 估值變動、生技獨角獸孵化、資產配置
6902,GOGOLOOK,,,信任科技 / 防詐 AI / 數位金融,Whoscall 用戶數、AI 詐騙偵測準確率、海外（泰國）擴展
6906,現觀科,,,電信大數據 / AI 行動分析 / 地理定位,CovMo 系統、電信流量優化技術、5G 網路規劃自動化
6909,創控,,,環境監測 / VOCs 檢測 / 半導體 AMC,線上氣體層析技術、半導體廠務空氣品質、微量污染物偵測
6914,阜爾運通,,,智慧停車 / 城市車旅 / 自動化金流,全台停車場站數（約1000+）、車牌辨識精度、金流整合
6916,華凌,,,顯示模組 / 工規與車用 LCD / OLED,中小尺寸顯示器規格、工控觸控整合、外銷通路市佔
6918,愛派司,,,醫療器材 / 骨科植入物 / 3D 列印,解剖型接骨板、數位骨科手術計畫、生技級材料加工
6919,康霈*,全球醫美局部減脂藥物領先者,擁有全球首創之非手術局部減脂注射藥物，研發排位具全球獨特性。,新藥開發 / 醫美 / 局部脂肪減少,CBL-514 (非手術溶脂) 三期數據、醫美市場潛力
6921,嘉雨思-創,,,IC 設計 / 高速傳輸介面 / Redriver,PCIe 5.0/6.0 訊號補償、USB 4 傳輸晶片、嘉澤集團資源整合
6923,中台,,,廢棄物處理 / 資源回收 / 能源化,焚化發電、廢照明/汞回收技術、環境服務認列進度
6924,榮惠-KY創,,,PCB 整合服務 / 車載應用 / 軟硬結合,輕量化電路板設計、電動車 BMM、跨國生產調度能量
6928,攸泰科技,,,工業電腦 / 衛星通訊 / 強固型電腦,低軌衛星地面終端設備、強固等級規格 (MIL-STD)、海事電子
6931,青松健康,,,長期照顧 / 養老地產 / 醫療服務,照護床位數、連鎖長照管理、銀髮族服務產值
6933,AMAX-KY,全球 AI 高效能運算液冷整機櫃龍頭,專注 AI 運算解決方案，在液冷整機櫃出貨排位全球領先。,AI 伺服器 / 液冷機櫃 / 系統整合,高性能運算 (HPC) 規格、浸沒式與冷板液冷、鴻海體系
6934,心誠鎂,,,生技醫材 / 霧化投藥 / 肺部給藥,噴霧式呼吸治療器技術、藥物器械結合 (Combo) 專利
6936,永鴻生技,,,動物藥品 / 飼料添加劑 / 綠色養殖,動物疫苗與藥品研發、無抗養殖技術、畜牧業市佔
6937,天虹,台灣半導體前段設備 (ALD/PVD) 龍頭,少數能自主研發並切入先進製程之台灣設備廠，排位極具成長潛力。,半導體設備 / 原子層沉積 (ALD) / PVD,國產 ALD 設備、第三代半導體設備、物理氣相沉積
6944,兆聯實業,,,半導體水處理 / 回收系統 / 廠務工程,超純水回收率、先進製程廢水處理、ESG 綠能指標
6949,沛爾生醫-創,,,細胞治療 / CAR-T / 癌症免疫,PL001 (CD19) 臨床二期、慢病毒載體製造專利、製程縮短技術
6951,青新-創,,,資源回收 / 醫療廢棄物 / 焚化,醫廢處理產能、環保法規特許、清運物流效率
6952,大武山,,,畜牧農產 / 品牌雞蛋 / 自動化養殖,每日產蛋量 (箱)、全自動洗選規格、大型通路供貨比
6955,邦睿生技-創,,,生殖醫學 / 男性不孕症 / AI 檢測,AI 精子分析儀、耗材回購率、全球生殖中心覆蓋
6957,裕慶-KY,,,商用展示架 / 居家家具 / ODM,全美大型零售 (Home Depot) 供應鏈、自動化金屬加工
6958,日盛台駿,,,租賃金融 / 重車租賃 / 綠能融資,延滯率、商用車租賃市佔、電費回售融資規模
6962,奕力-KY,,,IC 設計 / 驅動 IC (DDI) / 觸控整合,OLED 驅動規格、車載 TDDI 滲透率、聯發科體系整合
6965,中傑-KY,,,製鞋代工 / 運動鞋 / 戶外鞋,New Balance 主要供應商、越南/印尼產能布局、自動化噴塗
6969,成信實業*-創,,,循環經濟 / 矽資源回收 / 材料再生,半導體廢漿提純技術、再生矽粉規格、ESG 材料替代率
6988,威力暘-創,,,車用電子 / 車載控制 IC / 模組,車身控制單元 (BCM)、電動車熱管理控制器、車規驗證
6994,富威電力,,,綠電售電平台 / 儲能維運 / 碳權,綠電轉供交易量、森崴能源集團體系、ESaaS 服務
7610,聯友金屬-創,,,稀有金屬回收 / 鎢 / 鈷 / 循環資源,廢硬質合金提煉、純度規格、全球鎢價連動利差
7631,聚賢研發-創,,,半導體設備維護 / 廠務維修 / 人力服務,先進製程設備維護經驗、台積電體系、海外（日/美）支援
7705,三商餐飲,,,連鎖餐飲 / 三商巧福 / 拿坡里,品牌門市數、供應鏈採購效能、數位點餐系統滲透
7711,永擎,,,伺服器 / AI 伺服器 / 液冷技術,華擎旗下子公司、ASRock Rack 品牌、GPU 伺服器 L6-L10
7721,微程式,,,技術服務 / 智慧支付 / IoT 整合,YouBike 系統整合、電子支付硬體、半導體感測方案
7722,LINEPAY,台灣行動支付交易額龍頭,台灣市佔率與活躍用戶數第一，支付生態系排位絕對領先。,數位支付 / 金融科技 (Fintech) / 行銷,GMV (交易總額)、點數經濟 (Line Points) 回饋率、用戶數
7730,暉盛-創,,,電漿設備 / 半導體封裝 / PCB 處理,低溫電漿技術、先進封裝 (CoWoS) 表面處理、乾製程效率
7732,金興精密,,,汽車散熱 / 水箱與散熱片 / AM 市場,北美車用維修件規格、鋁焊技術、模具自製開發
7736,虎山,,,汽車零件 / 車門把手 / 鏡頭整合,全球 AM 門把手龍頭、車載影像傳感器封裝、專利數量
7740,熙特爾-創,,,儲能系統整合 / 能源管理 (EMS) / 併網,大型電池儲能系統 (BESS)、調頻輔助服務 (AFC) 收益
7749,意騰-KY,,,車載機構件 / 鋁合金壓鑄 / 輕量化,電動車電池殼體、高壓壓鑄技術、全球車廠 Tier 1 供應
7750,新代,,,工具機控制器 / CNC 控制 / 機械人,控制器運算精度、驅動器整合 (Syntec)、亞洲市佔率
7765,中華資安,,,網路安全 / SOC 監控 / 資安檢測,中華電信集團、政府與金融資安專案、滲透測試能量
7769,鴻勁,全球 AI 晶片測試分選機 (Handler) 龍頭,全球市佔第一，掌握 NVIDIA/AMD 等高效能運算晶片溫控測試排位。,半導體設備 / 測試分選機 (Handler) / ATC,高壓測試分選技術、先進封裝 (2.5D/3D) 測試座、冷熱測控
7780,大研生醫*,,,保健食品 / 品牌經營 / 魚油,魚油/葉黃素純度規格、電商與通路銷額、研發配方專利
7786,東方風能,,,風電海事工程 / 工作船 / 電纜鋪設,離岸風電專業船隊、海纜佈放能力、運維服務 (O&M)
7788,松川精密,,,繼電器 / 新能源車 / 儲能控制,高壓直流繼電器、電動車充電樁組件、全球市佔率
7791,皇家可口,,,食品加工 / 冰品與急凍食品 / 通路,南僑集團體系、杜老爺品牌、冷鏈物流配送效率
7795,長廣,,,半導體設備 / 真空幫浦 / 維修服務,Ebara (荏原) 體系、精密真空技術、先進製程機台配套
7799,禾榮科,,,醫療器材 / 硼中子捕獲治療 (BNCT),癌症精準放射治療、加速器系統、與沛爾生醫策略聯盟
7823,奧義賽博-KY創,,,資安軟體 / AI 威脅偵測 / MDR,AI 自動化鑑識、端點偵測與回應 (EDR)、跨國資安防禦
8011,台通,,,通訊網路 / 光纖纜線 / 電信工程,5G 基礎建設光纜、海纜登陸站工程、光纖到戶 (FTTH) 滲透率
8016,矽創,全球小尺寸顯示驅動 IC 領導廠,在工控、車用與穿戴裝置 DDI 領域排位全球前三。,IC 設計 / 驅動 IC / 感測 IC,零電容技術、工控與穿戴式小尺寸顯示、MEMS 感測器
8021,尖點,,,PCB 耗材 / 精密鑽針 / 鑽孔服務,微型鑽針精度 (細線化)、PCB 鑽孔代工良率、鍍膜技術
8028,昇陽半導體,台灣再生晶圓龍頭,台灣最大再生晶圓廠，先進製程薄化技術排位亞洲領先。,晶圓再生 / 晶圓薄化 / 功率元件,先進製程晶圓回收技術、車用 SiC 薄化、12 吋產能
8033,雷虎,,,無人機 / 軍工產業 / 遙控模型,國防部「軍用商規」無人機、中高度長滯空技術、碳纖複合材
8039,台虹,,,軟性銅箔基板 (FCCL) / 高頻 LCP,高速傳輸材料、5G/6G 低損耗基板、先進封裝載板材料
8045,達運光電,,,網通設備 / 寬頻放大器 / 有線電視,HFC 網路設備、RF 放大器規格、北美電信級寬頻方案
8046,南電,全球 ABF 載板前三,台塑集團成員，高階 AI 伺服器載板全球核心供應商。,IC 載板 / ABF / BT / 系統級封裝,高層數 ABF 載板 (30層以上)、AI 晶片封裝規格、產能利用率
8070,長華*,,,半導體材料 / 導線架 / 封裝通路,面額 1 元 (彈性面額)、封膠樹脂、QFN 導線架市佔
8072,陞泰,,,安控設備 / 影像監控 / 半導體代理,AI 影像辨識、系統整合方案、電子特用化學品代理
8081,致新,台灣電源管理 IC (PMIC) 前二,面板與筆電用 PMIC 技術排位全台領先。,IC 設計 / 電源管理 IC (PMIC),筆電與面板電源管理、高效率 DC-DC 轉換、 DDR5 電源規格
8101,華冠,,,手機代工 (ODM) / 智能終端 / 通訊,各型行動裝置代工、物聯網硬體設計、資產活化進度
8103,瀚荃,,,連接器 / 線束 / 工控與車用,高速傳輸連接器、防水規格、新能源車內接線
8104,錸寶,,,PMOLED / 能源儲存 (BESS) / 醫療,儲能系統櫃整合、小型穿戴顯示、子公司鼎鎂技術
8105,凌巨,,,面板製造 / 工規顯示 / 車載面板,少量多樣代工、反射式顯示技術、利基型應用市場
8110,華東,,,IC 封測 / 記憶體封裝 / 華新集團,華邦電/南亞科體系、DRAM 測試產能、先進封裝配套
8112,至上,台灣第三大、三星記憶體最大代理商,掌握伺服器與手機記憶體核心貨源，通路排位極前。,電子通路 / 記憶體代理 / 三星體系,HBM 記憶體供應、伺服器組件代理、週轉天數與利差
8114,振樺電,全球前三大 POS 終端與 Kiosk 領導廠,自有品牌 (Posiflex) 具全球排位，專注高階零售與自助服務。,工業電腦 (IPC) / POS 系統 / 自助服務,Kiosk 整合技術、全球線上線下 (O2O) 佈局、伺服器機殼
8131,福懋科,,,IC 封測 / 記憶體封裝 / 測試,南亞科技體系、高容量記憶體模組封裝、自動化測試機台
8150,南茂,全球顯示驅動 IC (DDI) 封測龍頭級,具備金凸塊與 LCD 驅動 IC 封測全球領先產能。,IC 封測 / LCD 驅動 IC / 記憶體,晶圓凸塊 (Bumping) 技術、DDIC 封裝利用率、記憶體測試
8162,微矽電子-創,,,半導體封測 / 功率元件 / 晶圓薄化,SiC/GaN 功率半導體測試、晶圓背面研磨 (Back-grinding)
8163,達方,,,被動元件 / 電子組件 / 綠能 (E-Bike),MLCC 規格、背光鍵盤技術、世同金屬 (自行車) 整合
8201,無敵,,,雲端服務 / 車載電子 / 教育電子,企業雲端架構整合、車用倒車雷達模組、AI 翻譯引擎
8210,勤誠,全球伺服器機殼龍頭,全球市佔第一，AI 伺服器機殼與 NVL72 規格之核心供應商。,伺服器機殼 / AI 伺服器 / 高密度機箱,ASIC/GPU 伺服器機殼設計、高散熱風流模擬、嘉義廠產能
8213,志超,,,PCB / 面板用板 / 光電板,全球面板 PCB 市佔、多層板壓合良率、越南廠產能布局
8215,明基材,全球偏光片前三 / 醫療耗材龍頭級,偏光片技術全球前三，並成功轉型醫療護理排位第一。,偏光片 / 醫療耗材 / 電池分隔膜,高對比偏光技術、專業傷口護理、電動車電池材料 (隔膜)
8222,寶一,,,航太零組件 / 發動機零件 / 燃燒室,LEAP 發動機零件規格、高溫合金加工技術、航太品質認證
8249,菱光,全球彩色接觸式影像感測器 (CIS) 龍頭,全球市佔第一，多功能事務機 (MFP) 掃描元件排位絕對領先。,接觸式影像感測器 (CIS) / 掃描器,多功能事務機 (MFP) 模組、自動化光學檢測 (AOI) 用感測器
8261,富鼎,台灣高壓 MOSFET 領導廠,Super Junction 規格 領先全台，鴻海與國巨體系下之 AI 電源關鍵排位。,MOSFET / 功率半導體 / 碳化矽 (SiC),高壓功率元件技術、鴻海與國巨集團體系、車用 Power 規格
8271,宇瞻,,,記憶體模組 / 工規儲存 / 固態硬碟,工控 SSD 壽命技術 (Reliability)、寬溫儲能規格、數位轉型服務
8341,日友,台灣醫療廢棄物處理龍頭,具備高階焚化與物化處理技術，兩岸醫廢處理排位第一。,環境處理 / 醫療廢棄物 / 有害物質,焚化爐運作效率、醫廢處理特許權、中國與台灣環評產能
8367,建新國際,,,港口物流 / 散裝裝卸 / 自動化倉儲,煤炭與銅精礦裝卸、自動化卸船系統、台中港專用碼頭
8374,羅昇,,,自動化代銷 / 傳動元件 / 機器人,佳世達集團體系、控制器與感測器整合、智慧工廠方案
8404,百和興業-KY,,,織帶鞋材 / 經編網布 / 針織經編,高階運動鞋網布 (Spacer)、無縫編織技術、全球鞋業供應
8411,福貞-KY,,,金屬包裝 / 三片罐 / 二片罐,馬口鐵與鋁罐產線、中國飲料品牌供應、自動化製罐速率
8422,可寧衛*,台灣有害事業廢棄物處理龍頭,擁有全台最大合法掩埋場，在環保工程與土壤修復排位第一。,廢棄物處理龍頭 / 循環經濟 / 能源回收,面額 1 元 (1:10 分割)、有害事業廢棄物處置、SRF 再生燃料
8429,金麗-KY,,,休閒服飾 / 品牌經營 / 美妝產品,中國二三線城市通路、代理商去庫存速度、品牌多角化
8438,昶昕,,,電子特化 / 蝕刻液回收 / 循環資源,PCB 蝕刻廢液回收技術、銅與錫資源再生、特化品純度
8442,威宏-KY,,,精品包袋 / 運動器材 / 旅行箱,TUMI/Nike 供應鏈、海外（越南/柬埔寨）分散生產產能
8443,阿瘦,,,連鎖鞋業 / 品牌零售 / 足健康服務,全台門市營運、足壓量測大數據、電商與異業合作
8454,富邦媒,台灣 B2C 電商龍頭 (momo),台灣市佔第一，具備最強大的自動化物流倉儲與配送排位。,電子商務 / momo 購物網 / 倉儲物流,自動化物流中心 (衛星倉)、配送週期、會員黏著度 (mo 幣)
8462,柏文,,,健身事業 / 健身工廠 / 運動休閒,全台場館數、會員成長率、健身教練課程銷售比
8463,潤泰材,,,預拌砂漿 / 離岸風電灌漿 / 水泥,離岸風電水下基礎灌漿 (Grouting)、潤泰集團營建需求
8464,億豐,全球高階客製化窗簾龍頭,全球市佔前三，在北美客製化百葉窗市場排位第一。,窗飾產品 / 客製化百葉窗 / 自動化,無拉繩窗簾專利、全球市場通路佈局、生產效率自動化
8466,美吉吉-KY,,,石塑地板 (LVT) / 建材 / SPC,歐洲與北美市場佔比、大尺寸石塑地板規格、環保回收材
8467,波力-KY,全球碳纖維冰上曲棍球桿龍頭,全球市佔第一 (>40%)，技術延伸至航太與車用碳纖維輪圈。,碳纖維羽球拍 / 汽車碳纖輪圈 / 冰球,全球冰球桿龍頭、碳纖維模組技術、車用輕量化規格
8473,山林水,,,水資源處理 / 污水下水道 / 海淡水,污水處理廠營運 (O&M)、再生水供水規模、工程統包 (EPC)
8476,台境*,,,環境工程 / 土壤修復 / 廢棄物清除,面額 5 元 (1:2 分割)、重金屬污染整治技術、回收物再利用
8478,東哥遊艇,全球豪華遊艇排位前三,全美市佔第一，專注 80 呎以上高規遊艇，具備全球定價權。,奢華遊艇 / 品牌經營 / OA 品牌,高端遊艇設計與製造、北美市佔率、售後服務與維修收益
8481,政伸,,,標籤與網印 / 運動器材 / 塗料,水轉印技術、耐候性規格、高階腳踏車與球拍裝飾
8482,商億-KY,,,家居家具 / 沙發製造 / 客製化,北美中高端市場市佔、垂直整合效率、真皮加工技術
8487,愛爾達-創,,,數位轉播 / OTT 平台 / 運動 IP,2026 世界盃轉播權、4K/8K 串流技術、訂閱數 (ARPU)
8488,吉源-KY,,,金屬包裝 / 鋁罐 / 馬口鐵罐,中國飲料罐市佔、兩片罐產能利用率、自動化製罐速度
8499,鼎炫-KY,,,電子秤 / EMI 屏蔽材料 / 工控,高精度傳感器技術、5G 屏蔽材料規格、子公司衡新技術
8926,台汽電,台灣民營電廠與電力代管龍頭,經濟部體系，台灣最大民營售電與綠能整合商。,汽電共生 / 綠能維運 / 電力銷售,民營電廠運作率、離岸風電 EPC 與售電、台電集團資源
8940,新天地,,,宴會餐飲 / 大型婚宴 / 品牌經營,場地利用率、精緻桌菜規格、連鎖加盟與新品牌成長
8996,高力,全球熱交換器領導廠 / 氫能關鍵元件商,板式熱交換器亞洲第一，氫能龍頭 Bloom Energy 核心供應商。,熱交換器 / 液冷散熱 / 分散式能源,銲接型板式換熱器 (BPHE)、AI 伺服器冷板 (Cold Plate)
9103,美德醫療-DR,,,醫療防護 / 耗材 / 品牌 (Medtecs),醫療級口罩產能、防護衣規格、全球醫療供應鏈布局
910322,康師傅-DR,,,食品飲料 / 泡麵 / 包裝水 (TDR),中國快消品市佔、原物料 (棕櫚油/麵粉) 成本控制
9105,泰金寶-DR,,,EMS 代工 / 通訊設備 / 穿戴裝置,金仁寶集團、東南亞 (泰國/菲) 產能比重、印表機製造
910861,神州-DR,,,軟體開發 / 雲端計算 / 數位整合,神州數碼體系、企業數位轉型方案、雲端管理服務 (MSP)
9110,越南控-DR,,,機車製造 / 品牌 (SYM) / 越南市場,越南機車市佔、引擎燃油效率、電動機車轉型進度
911608,明輝-DR,,,酒店備品 / 旅遊耗材 / 品牌經營,全球飯店通路、環保耗材規格、海外旅遊市場復甦率
911622,泰聚亨-DR,,,鋼鐵加工 / 線材 / 線材盤元,泰國鋼鐵市場需求、泰國基礎建設、原料價差管理
911868,同方友友-DR,,,LED 照明 / 景觀工程 / 裝飾燈,大規模照明工程實績、節能 LED 技術、全球行銷通路
912000,晨訊科-DR,,,電子元件 / 網通 / 智慧終端,通訊模組技術、海外 (非中) 市場開發、ODM 代工量
9136,巨騰-DR,,,筆電機殼 / 塑膠與複合材料 / 3C,碳纖維機殼技術、高階筆電市佔、微軟與聯想供應鏈
9802,鈺齊-KY,全球戶外功能鞋代工領導廠,專注 GORE-TEX 高規登山鞋，全球戶外鞋履排位領先。,戶外鞋代工 / 戈爾特斯 (Gore-Tex),防水透氣鞋技術、非運動鞋利基市場、多國產能配置
9902,台火,,,資產開發 / 特種車代理 / 貿易,土地資產評估、工程重型機具代理、營建推案入帳
9904,寶成,全球運動鞋代工絕對龍頭,全球市佔第一，Nike/Adidas 全球最大策略夥伴。,製鞋代工 / 運動通路 (裕元/寶勝),Nike/Adidas 訂單分配、印尼產能擴充、零售端毛利
9905,大華,,,金屬包裝 / 鋁罐 / 飲料容器,台灣與越南製罐市佔、鋁價避險管理、自動化充填配合
9906,欣巴巴,,,營建開發 / 集合住宅 / 土地重劃,高雄與北部推案計畫、建案完工比例、毛利管理
9907,統一實,,,馬口鐵 / 飲料充填 / 統一集團,PET 瓶裝充填技術、鐵價利差、中國與台灣供應鏈連動
9908,大台北,,,天然氣供售 / 公共事業 / 基礎建設,特許經營權、民生與商用供氣量、管線更新與資產價值
9910,豐泰,全球 Nike 核心研發代工夥伴,專注 Nike 高階產品，自動化生產與獲利能力在製鞋業排位最高。,運動鞋代工 / Nike 核心供應商,Nike 研發中心規格、自動化製鞋線、印度與越南產能
9911,櫻花,,,廚衛家電 / 智慧熱水器 / 廚具整合,AI 恆溫技術、淨水系統規格、淨水與櫥櫃服務訂閱化
9912,偉聯,,,顯示器 / 醫療器材 / AI 影像,專業醫療級顯示器、AG Neovo 品牌、健康照護系統整合
9914,美利達,全球高階自行車前二,自有品牌 MERIDA 具全球影響力，電動自行車 (E-bike) 規格領先。,自行車 / E-Bike (電動輔助) / 中高階,E-Bike 出貨佔比、歐洲庫存去化、S-Work/Specialized 合作
9917,中保科,台灣保全與智慧城市監控龍頭,台灣保全業市佔第一，跨足 AI 監控與智慧建築排位最高。,保全系統 / 智慧城市 / AI 安防,AI 影像辨識預警、智慧停車統包、無人化安控平台
9918,欣天然,,,天然氣供售 / 公共事業 / 基礎建設,新北市特許供氣區、管線普及率、冬季氣溫與售氣量連動
9919,康那香,,,不織布 / 衛生棉 / 防護耗材,高端纖維材料、KNH 品牌、不織布應用（醫用/工業）
9921,巨大,全球自行車產業龍頭 (GIANT),全球品牌力第一，具備全球自行車規格定義權與最強通路排位。,自行車 / 全球龍頭 (捷安特) / 碳纖維,Cadex 品牌技術、碳纖維車架產能、直營通路獲利能力
9924,福興,全球門鎖製造龍頭,全球市佔前三，北美大賣場 (Home Depot等) 核心供應商。,五金鎖具 / 門控系統 / 出口,北美市佔率、電子鎖技術、生產自動化與原物料成本
9925,新保,,,保全服務 / 居家防護 / 機器人,新光集團體系、遠距照護監控、安控機器人應用方案
9926,新海,,,天然氣供售 / 公共事業 / 三重板橋區,區域民生供氣、公用事業股利穩定性、管線維護規模
9927,泰銘,,,鉛錠製造 / 電池原料 / 鉛回收,LME 鉛價連動、車用電池材料、廢鉛蓄電池回收產能
9928,中視,,,電視媒體 / 數位廣告 / 節目製播,收視率表現、數位頻道廣告收益、IP 內容授權
9929,秋雨,,,商業印刷 / 包裝材料 / 數位印刷,雜誌與型錄印刷量、緩衝包裝材料、物流標籤印刷
9930,中聯資源,台灣高爐水泥與資源回收龍頭,中鋼集團成員，全台最大高爐石粉生產商。,綠能環保 / 爐石資源化 / 固化處理,中鋼集團體系、高爐石粉產量、有害廢棄物固化規格
9931,欣高,,,天然氣供售 / 公共事業 / 高雄市區,高雄地區供氣量、能源價格波動管理、公共工程配合
9933,中鼎,台灣工程承包 (EPC) 絕對龍頭,全球百大工程公司，在石化與半導體建廠工程具全球排位。,工程統包 (EPC) / 半導體建廠 / 水電,先進製程廠務工程、海外能源專案、ESG 低碳建案
9934,成霖,,,水龍頭五金 / 衛浴設備 / 品牌代理,品牌 (Gerber/Danze) 效益、OEM/ODM 毛利、物流中心效率
9935,慶豐富,,,窗簾製造 / 客製化窗飾 / 外銷,無繩窗簾專利、北美通路滲透率、生產自動化製程
9937,全國,,,油品零售 / 加油站 / 會員經濟,全台站點佈局、油品利差、洗車與附屬事業收益
9938,百和,全球織帶鞋材龍頭,全球市佔第一，掌握粘扣帶 (魔鬼氈) 與射出鉤核心規格。,黏扣帶 / 織帶鞋材 / 射出鉤,針織經編網布、高階運動鞋組件、新材料研發專利
9939,宏全,全球瓶蓋與飲料代工領導廠,亞洲最大瓶蓋商，具備一站式飲料充填排位。,飲料包裝 / 瓶蓋瓶胚 / 充填服務,無菌充填技術、亞洲與非洲產能配置、PET 原料管控
9940,信義,,,房屋仲介 / 房產開發 / 數位交易,成交件數與抽佣、代銷業務、智慧房產評估系統
